/RU000A0JRK55=MM			Every 182 days	
/RU000A0JTF43=MM			Every 182 days	
/RU000A0JRPJ8=MM			Every 182 days	
/RU000A0JU0B2=MM			Quarterly	
/RU000A0GKGF6=MM			Multi-Frequency	
/RU000A0JR050=MM			Every 91 days	
/RU000A0JR043=MM			Every 91 days	
/RU000A0JQH85=MM			Every 182 days	
/RU000A0JR0Q5=MM			Every 182 days	
/RU000A0JQ6D1=MM	0.2		Every 91 days	0
/RU000A0JQ4Z9=MM			Multi-Frequency	0
/RU000A0JR183=MM			Every 365 days	
/RU000A0JR191=MM			Every 365 days	
/RU000A0JR1A7=MM			Every 365 days	
/RU000A0JRHE6=MM			Annual	
/RU000A0JRSV7=MM			Every 52 weeks	
/RU000A0JUD00=MM			Quarterly	
/RU000A0JUD34=MM			Quarterly	
/RU000A0JTFR8=MM			Every 182 days	
/RU000A0JQBM4=MM			Every 91 days	
/RU000A0JSXR3=MM			Every 91 days	
/RU000A0JRKW2=MM			Every 182 days	
/RU000A0JQWB3=MM			Every 182 days	
/RU000A0JQTD5=MM			Every 182 days	
/RU000A0JR3P1=MM			Every 182 days	
/RU000A0JQTQ7=MM			Every 182 days	
/RU000A0JR3Q9=MM			Every 182 days	
/RU000A0JRJW4=MM			Every 182 days	
/RU000A0JRJM5=MM			Every 182 days	
/RU000A0JS8Y1=MM			Every 182 days	
/RU000A0JS8Z8=MM			Every 182 days	
/RU000A0JS900=MM			Every 182 days	
/RU000A0JS8X3=MM			Every 182 days	
/RU000A0JQXQ9=MM			Every 182 days	
/RU000A0JR4Z8=MM			Every 182 days	
/RU000A0JR6N9=MM			Every 182 days	
/RU000A0JR6P4=MM			Every 182 days	
/RU000A0JRVM0=MM			Every 91 days	
/RU000A0JTHY0=MM			Quarterly	
/RU000A0JT9S0=MM			Every 182 days	
/RU000A0JTPG0=MM			Every 182 days	
/RU000A0JTT13=MM			Every 182 days	
/RU000A0JU6G8=MM			Every 182 days	
/RU000A0JTZG9=MM			Every 92 days	
/RU000A0JUDX9=MM			Every 182 days	
/RU000A0JTD37=MM			Not applicable	
/RU000A0JTH82=MM			Every 91 days	
/RU000A0JRTW3=MM			Every 182 days	
/RU000A0JS264=MM			Every 182 days	
/RU000A0JT3J2=MM			Every 91 days	
/RU000A0JR217=MM			Every 182 days	
/RU000A0JR3L0=MM			Every 182 days	
/RU000A0JS7H8=MM			Every 182 days	
/RU000A0JRL96=MM			Every 182 days	
/RU000A0JRUS9=MM			Every 182 days	
/RU000A0JRZK5=MM			Every 182 days	
/RU000A0JRMX6=MM			Every 182 days	
/RU000A0JT7T2=MM			Every 182 days	
/RU000A0JSQ58=MM	0.01		Multi-Frequency	-1
/RU000A0JTYJ6=MM			Every 91 days	
/RU000A0JTKA4=MM			Every 182 days	
/RU000A0JT2K2=MM			Every 182 days	
/RU000A0JU2K9=MM	0.01		Every 91 days	-1
/RU000A0JU2L7=MM	0.01		Every 91 days	-1
/RU000A0JTYK4=MM			Every 91 days	
/RU000A0JU7S1=MM			Every 91 days	
/RU000A0JUC92=MM			Multi-Frequency	
/RU000A0JUCA9=MM			Multi-Frequency	
/RU000A0JR1Y7=MM			Every 182 days	
/RU000A0JR1Z4=MM			Every 182 days	
/RU000A0JR209=MM			Every 182 days	
/RU000A0JR3M8=MM			Every 182 days	
/RU000A0JT7U0=MM			Every 182 days	
/RU000A0JQFP8=MM			Every 91 days	
/RU000A0JU6S3=MM			Every 91 days	
/RU000A0JS8R5=MM			Every 182 days	
/RU000A0JU5Z0=MM			Semi-annual	
/RU000A0JS3V8=MM			Every 182 days	
/RU000A0JTKY4=MM			Every 182 days	
/RU000A0JTZ31=MM			Every 91 days	
/RU000A0JU8V3=MM			Every 182 days	
/RU000A0JUD42=MM			Semi-annual	
/RU000A0JRN86=MM			Semi-annual	
/RU000A0JRN78=MM			Semi-annual	
/RU000A0JTDW3=MM			Semi-annual	
/RU000A0JRFZ5=MM			Monthly	
/RU000A0JP518=MM			Every 182 days	
/RU000A0JTKB2=MM			Every 182 days	
/RU000A0JTKM9=MM			Every 182 days	
/RU000A0JU5S5=MM			Every 91 days	
/RU000A0JU609=MM			Every 91 days	
/RU000A0JQ4W6=MM			Every 182 days	
/RU000A0JQ540=MM			Every 182 days	
/RU000A0JR878=MM			Every 182 days	
/RU000A0JS3B0=MM			Every 182 days	
/RU000A0JTDY9=MM			Every 182 days	
/RU000A0JQ557=MM			Every 182 days	
/RU000A0JR852=MM			Every 182 days	
/RU000A0JR860=MM			Every 182 days	
/RU000A0JQ6T7=MM			Every 182 days	
/RU000A0JTNB6=MM			Every 182 days	
/RU000A0JTNC4=MM			Every 182 days	
/RU000A0JTND2=MM			Every 182 days	
/RU000A0JT6D8=MM			Every 182 days	
/RU000A0JT6G1=MM			Every 182 days	
/RU000A0JT6J5=MM			Every 182 days	
/RU000A0JT767=MM			Every 182 days	
/RU000A0JU1X4=MM			Semi-annual	
/RU000A0JU7Y9=MM			Semi-annual	
/RU000A0JSD38=MM			Every 182 days	
/RU000A0JRMP2=MM			Semi-annual	
/RU000A0JS322=MM			Semi-annual	
/RU000A0JS173=MM			Semi-annual	
/RU000A0JU807=MM			Every 182 days	
/RU000A0JR4U9=MM			Every 52 weeks	
/RU000A0JTFB2=MM			Every 52 weeks	
/RU000A0JTB96=MM			Every 52 weeks	
/RU000A0JRB31=MM			Every 182 days	
/RU000A0JQ6A7=MM			Every 91 days	
/RU000A0JQV12=MM			Every 91 days	
/RU000A0JRFK7=MM			Every 91 days	2.9
/RU000A0JTPN6=MM			Every 91 days	
/RU000A0JRFJ9=MM			Every 91 days	
/RU000A0JUAW7=MM			Multi-Frequency	
/RU000A0JS7J4=MM			Every 182 days	
/RU000A0JU8S9=MM			Every 182 days	
/RU000A0JU2J1=MM			Every 182 days	
/RU000A0JTHU8=MM			Quarterly	
/RU000A0JUG15=MM			Quarterly	
/RU000A0JTSV3=MM			Quarterly	
/RU000A0JUCP7=MM			Quarterly	
/RU000A0JTFA4=MM			Quarterly	
/RU000A0JTQF0=MM			Quarterly	
/RU000A0JTD45=MM			Quarterly	
/RU000A0JU0Y4=MM			Quarterly	
/RU000A0JQC15=MM			Quarterly	
/RU000A0JTG91=MM			Quarterly	
/RU000A0JUCX1=MM			Quarterly	
/RU000A0JTZ98=MM			Quarterly	
/RU000A0JUDD1=MM			Quarterly	
/RU000A0JSF02=MM			Quarterly	
/RU000A0JS215=MM			Quarterly	
/RU000A0JUEJ6=MM			Quarterly	
/RU000A0JTFT4=MM			Quarterly	
/RU000A0JT387=MM			Every 182 days	
/RU000A0JU8X9=MM			Every 182 days	
/RU000A0JRMD8=MM			Every 92 days	0.75
/RU000A0JRVS7=MM			Every 92 days	1.45
/RU000A0JS1H1=MM			Annual	
/RU000A0JU7V5=MM			Every 182 days	
/RU000A0JUE66=MM			Semi-annual	
/RU000A0JS9U7=MM			Every 365 days	
/RU000A0JRWE5=MM			Every 182 days	
/RU000A0JU682=MM			Every 182 days	
/RU000A0JQUL6=MM			Every 52 weeks	
/RU000A0JQ763=MM			Every 182 days	
/RU000A0JS6B3=MM			Every 183 days	
/RU000A0JT8E2=MM			Russia Semi-annual	
/RU000A0JS6V1=MM			Every 183 days	
/RU000A0JU1A2=MM			Every 182 days	
/RU000A0JU559=MM			Every 182 days	
/RU000A0JU5B1=MM			Quarterly	
/RU000A0JTZN5=MM			Quarterly	
/RU000A0JU9Q1=MM			Quarterly	
/RU000A0JUA45=MM			Every 182 days	
/RU000A0JRED5=MM			Every 182 days	
/RU000A0JT3A1=MM			Every 182 days	
/RU000A0JR605=MM			Every 182 days	
/RU000A0JS8Q7=MM			Every 182 days	
/RU000A0JTT96=MM			Every 182 days	
/RU000A0JRFA8=MM			Every 182 days	
/RU000A0JQPQ5=MM			Every 182 days	4
/RU000A0JS744=MM			Every 91 days	
/RU000A0JTW91=MM			Every 91 days	
/RU000A0JTZ56=MM			Every 90 days	
/RU000A0JRKP6=MM			Semi-annual	
