RU023498715=	B+	3/11/2011	S&P
RU023498715=	B1	1/26/2012	MDY
RU023498715=	BB-	4/15/2011	FTC
RU065291355=	B+	4/11/2012	S&P
RU065291355=	B1	5/10/2012	MDY
RU065291355=	BB-	4/25/2012	FTC
RU035938133=	B+	3/11/2011	S&P
RU035938133=	B1	1/26/2012	MDY
RU035938133=	BB-	4/15/2011	FTC
RU061890521=	B+	4/12/2011	S&P
RU061890521=	B1	1/26/2012	MDY
RU061890521=	BB-	5/24/2011	FTC
RU080863861=	B+	4/30/2013	S&P
RU080863861=	BB-	4/15/2013	FTC
RU092033490=	BB-	5/8/2013	S&P
RU092033490=	B+	5/7/2013	FTC
RU092033503=	BB-	5/8/2013	S&P
RU092033503=	B+	5/7/2013	FTC
RU086343916=	BBB	11/29/2012	S&P
RU086343916=	Baa3	2/7/2014	MDY
RU103864607=	BBB	2/17/2014	S&P
RU103864607=	Baa1	2/17/2014	MDY
RU103864607=	BBB	2/27/2014	FTC
RU095491251=	BBB	7/15/2013	S&P
RU095491251=	Baa1	2/17/2014	MDY
RU095491251=	BBB	7/30/2013	FTC
RU097412618=	BBB	9/16/2013	S&P
RU097412618=	Baa1	2/17/2014	MDY
RU097412618=	BBB	9/25/2013	FTC
RU041653582=	Baa1	6/30/2009	MDY
RU042013544=	Baa1	6/30/2009	MDY
RU044234840=	BBB	7/23/2009	S&P
RU044234840=	Baa1	2/17/2014	MDY
RU044234840=	BBB	8/3/2009	FTC
RU030358341=	BBB	8/1/2007	S&P
RU030358341=	Baa1	2/17/2014	MDY
RU030358341=	BBB	4/1/2008	FTC
RU044233029=	BBB	7/23/2009	S&P
RU044233029=	Baa1	2/17/2014	MDY
RU044233029=	BBB	8/3/2009	FTC
RU022079093=	BBB	11/29/2006	S&P
RU022079093=	Baa1	2/17/2014	MDY
RU022079093=	BBB	4/1/2008	FTC
RU056235418=	BBB	11/16/2010	S&P
RU056235418=	Baa1	2/17/2014	MDY
RU056235418=	BBB	2/9/2010	FTC
RU070881365=	BBB	11/24/2011	S&P
RU070881365=	Baa1	2/17/2014	MDY
RU070881365=	BBB	11/23/2011	FTC
RU027645631=	BBB	2/10/2010	S&P
RU027645631=	Baa1	2/17/2014	MDY
RU027645631=	BBB	4/1/2008	FTC
RU080558201=	BBB	7/9/2012	S&P
RU080558201=	Baa1	2/17/2014	MDY
RU080558201=	BBB	8/1/2012	FTC
RU027645593=	BBB	4/1/2010	S&P
RU027645593=	Baa1	2/17/2014	MDY
RU027645593=	BBB	4/1/2008	FTC
RU029058156=	BBB	2/27/2007	S&P
RU029058156=	Baa1	2/17/2014	MDY
RU029058156=	BBB	4/1/2008	FTC
RU032723713=	BBB	11/29/2006	S&P
RU032723713=	Baa1	2/17/2014	MDY
RU032723713=	BBB	4/1/2008	FTC
RU035728155=	BBB	4/7/2008	S&P
RU035728155=	Baa1	2/17/2014	MDY
RU035728155=	BBB	4/18/2008	FTC
RU042486094=	BBB	4/23/2009	S&P
RU042486094=	Baa1	2/17/2014	MDY
RU042486094=	BBB	5/5/2009	FTC
RU088573315=	BBB	2/1/2013	S&P
RU088573315=	Baa1	2/17/2014	MDY
RU088573315=	BBB	2/7/2013	FTC
RU090694600=	BBB	3/13/2013	S&P
RU090694600=	Baa1	2/17/2014	MDY
RU090694600=	BBB	4/3/2013	FTC
RU070881381=	BBB	11/24/2011	S&P
RU070881381=	Baa1	2/17/2014	MDY
RU070881381=	BBB	11/23/2011	FTC
RU029058059=	BBB	3/15/2007	S&P
RU029058059=	Baa1	2/17/2014	MDY
RU029058059=	BBB	4/1/2008	FTC
RU080557035=	BBB	7/9/2012	S&P
RU080557035=	Baa1	2/17/2014	MDY
RU080557035=	BBB	1/9/2014	FTC
RU090694952=	BBB	3/13/2013	S&P
RU090694952=	Baa1	2/17/2014	MDY
RU090694952=	BBB	4/3/2013	FTC
RU088573692=	BBB	2/1/2013	S&P
RU088573692=	Baa1	2/17/2014	MDY
RU088573692=	BBB	2/7/2013	FTC
RU019175472=	BBB	11/29/2006	S&P
RU019175472=	Baa1	2/17/2014	MDY
RU019175472=	BBB	4/1/2008	FTC
RU031652413=	BBB	7/31/2007	S&P
RU031652413=	Baa1	2/17/2014	MDY
RU031652413=	BBB	4/1/2008	FTC
RU099754486=	BBB-	11/14/2013	S&P
RU099754486=	Baa2	11/21/2013	MDY
RU099754486=	BBB	11/26/2013	FTC
RU053127096=	BBB-	8/28/2012	S&P
RU053127096=	Baa3	4/2/2013	MDY
RU053127096=	BBB-	7/9/2013	FTC
RU080365250=	BBB-	8/28/2012	S&P
RU080365250=	Baa3	4/2/2013	MDY
RU080365250=	BBB-	7/9/2013	FTC
RU023057794=	BBB-	8/28/2012	S&P
RU023057794=	Baa3	4/2/2013	MDY
RU023057794=	BBB-	7/9/2013	FTC
RU083326433=	Baa3	4/2/2013	MDY
RU083326433=	BBB-	7/9/2013	FTC
RU088810031=	BBB-	3/12/2013	S&P
RU088810031=	Baa3	4/2/2013	MDY
RU088810031=	BBB-	7/9/2013	FTC
RU042651770=	Baa3	4/2/2013	MDY
RU042651770=	BBB-	7/9/2013	FTC
RU087798364=	BBB-	1/24/2013	S&P
RU087798364=	Baa3	4/2/2013	MDY
RU087798364=	BBB-	7/9/2013	FTC
RU078329122=	BBB-	8/28/2012	S&P
RU078329122=	Baa3	4/2/2013	MDY
RU078329122=	BBB-	7/9/2013	FTC
RU077921346=	BB+	8/28/2012	S&P
RU077921346=	Ba3	7/9/2013	MDY
RU077921346=	BB+	7/8/2013	FTC
RU080058225=	BB+	7/9/2013	FTC
RU084813770=	NR	3/12/2013	MDY
RU102602510=	BBB-	2/5/2014	S&P
RU102602510=	Baa3	1/30/2014	MDY
RU102602510=	BBB-	1/31/2014	FTC
IE104072658=			
RU098710965=	BBB-	11/11/2013	S&P
RU098710965=	Baa3	11/1/2013	MDY
RU098710965=	BBB-	10/30/2013	FTC
RU097532087=	NR	1/17/2014	MDY
RU097532087=	BB-	10/3/2013	FTC
RU092229688=	BBB-	4/11/2013	S&P
RU092229688=	Baa2	11/21/2013	MDY
RU092229688=	BBB	10/29/2013	FTC
RU083019271=	BBB-	9/6/2012	S&P
RU083019271=	Baa2	11/21/2013	MDY
RU083019271=	BBB	10/29/2013	FTC
RU060638241=	NR	9/1/2011	S&P
RU060638241=	Ba3	10/4/2013	MDY
RU060638241=	BB	3/21/2013	FTC
RU084665266=	B1	10/4/2013	MDY
RU084665266=	BB-	3/21/2013	FTC
RU030911431=	NR	7/7/2010	S&P
RU030911431=	WR	7/6/2010	MDY
RU030911431=	C	6/25/2010	FTC
RU027105050=	NR	9/10/2009	S&P
RU027105050=	CCC	8/9/2013	FTC
RU033731671=	NR	12/30/2010	S&P
RU064033476=	CCC+	4/19/2013	S&P
RU064033476=	B3	7/29/2011	MDY
RU046366344=	BBB	4/15/2013	S&P
RU046366344=	Baa2	11/3/2009	MDY
RU046366344=	BBB	8/21/2013	FTC
RU030427394=	BBB	4/15/2013	S&P
RU030427394=	Baa2	4/28/2008	MDY
RU030427394=	BBB	8/21/2013	FTC
RU091950243=	BBB	4/19/2013	S&P
RU091950243=	Baa2	4/25/2013	MDY
RU091950243=	BBB	8/21/2013	FTC
RU046192656=	BBB	4/15/2013	S&P
RU046192656=	Baa2	11/3/2009	MDY
RU046192656=	BBB	8/21/2013	FTC
RU055465967=	BBB	4/15/2013	S&P
RU055465967=	Baa2	11/9/2010	MDY
RU055465967=	BBB	8/21/2013	FTC
RU030427459=	BBB	4/15/2013	S&P
RU030427459=	Baa2	4/28/2008	MDY
RU030427459=	BBB	8/21/2013	FTC
RU091950456=	BBB	4/19/2013	S&P
RU091950456=	Baa2	4/25/2013	MDY
RU091950456=	BBB	8/21/2013	FTC
RU024693716=	B2	7/3/2013	MDY
RU065096218=	Ba2	4/9/2013	MDY
RU065096218=	BB-	7/21/2011	FTC
RU091829738=	BB	2/26/2014	S&P
RU091829738=	Ba2	4/17/2013	MDY
RU091829738=	BB-	4/19/2013	FTC
RU098286128=	BBB-	10/16/2013	S&P
RU098286128=	Baa2	11/11/2013	MDY
RU098286128=	BB+	11/22/2013	FTC
RU092133150=	BB+	7/25/2013	S&P
RU092133150=	Ba2	5/30/2013	MDY
RU092133150=	BB+	5/30/2013	FTC
RU027177255=	BBB	12/8/2008	S&P
RU027177255=	Baa1	12/15/2006	MDY
RU027177255=	BBB	2/4/2009	FTC
RU065508508=	B1	5/30/2013	MDY
RU065508508=	BB	11/11/2013	FTC
RU051372387=	BB+	7/25/2013	S&P
RU051372387=	Ba2	5/20/2013	MDY
RU051372387=	BB+	6/22/2010	FTC
RU055783799=	NR	7/9/2013	S&P
RU023846845=	Ba3	6/24/2013	MDY
RU023846845=	WD	8/16/2013	FTC
RU080863284=	BB+	6/25/2013	S&P
RU080863284=	Baa3	4/16/2013	MDY
RU080863284=	BBB-	2/21/2013	FTC
RU078393432=	BB+	6/25/2013	S&P
RU078393432=	Baa3	2/5/2013	MDY
RU078393432=	BBB-	10/9/2012	FTC
RU050383962=	B1	4/16/2013	MDY
RU050383962=	B+	8/2/2013	FTC
RU077612106=	B1	4/16/2013	MDY
RU077612106=	B+	8/2/2013	FTC
RU094073022=	B1	6/6/2013	MDY
RU094073022=	B+	8/2/2013	FTC
RU092311023=	Ba3	4/26/2013	MDY
RU092311023=	BB-	8/2/2013	FTC
RU092347281=	Ba3	5/16/2013	MDY
RU092347281=	BB-	5/8/2013	FTC
RU092213471=	BBB-	4/23/2013	S&P
RU092213471=	(P)Baa2	10/11/2013	MDY
RU092213471=	BB+	7/31/2013	FTC
RU058843679=	BBB-	3/11/2011	S&P
RU058843679=	Baa3	2/25/2011	MDY
RU058843679=	BBB-	2/2/2011	FTC
RU088587332=	BBB-	1/31/2013	S&P
RU088587332=	Baa3	2/20/2013	MDY
RU088587332=	BBB-	2/20/2013	FTC
RU058843326=	BBB-	2/24/2011	S&P
RU058843326=	Baa3	2/25/2011	MDY
RU058843326=	BBB-	2/2/2011	FTC
RU086438372=	BBB-	12/6/2012	S&P
RU086438372=	Baa3	12/12/2012	MDY
RU086438372=	BBB-	12/12/2012	FTC
RU030510585=			
RU035912789=	NR	3/13/2009	S&P
RU088824512=	Baa3	2/14/2013	MDY
RU088824512=	BB+	2/13/2013	FTC
RU092230171=	BB+	5/14/2013	S&P
RU092230171=	BBB-	5/7/2013	FTC
RU055712859=	B-	3/5/2013	FTC
RU061962441=	Ba3	9/24/2013	MDY
RU061962441=	BB-	4/27/2011	FTC
RU046985605=	NR	5/17/2010	S&P
RU046985605=	B1	9/24/2013	MDY
RU046985605=	B+	12/20/2010	FTC
RU052465885=	B1	9/24/2013	MDY
RU052465885=	B+	12/20/2010	FTC
RU077598421=	Ba3	9/24/2013	MDY
RU077598421=	BB-	4/26/2012	FTC
RU085167243=	B1	9/24/2013	MDY
RU085167243=	B+	11/12/2012	FTC
RU077283528=	B2	12/27/2013	MDY
RU077283528=	B+	5/1/2012	FTC
RU049408552=			
RU049408609=			
RU061678450=	B	6/28/2013	S&P
RU061678450=	B3	6/6/2013	MDY
RU061678450=	B	5/4/2011	FTC
RU093834178=	B+	6/11/2013	S&P
RU093834178=	B2	10/9/2013	MDY
RU093834178=	WD	10/30/2013	FTC
RU086979292=	B3	10/9/2013	MDY
RU086979292=	WD	10/30/2013	FTC
IE099629754=	NR	2/7/2014	MDY
RU099629754=	NR	2/7/2014	MDY
VG094474248=			
RU103794099=	Baa3	7/23/2013	MDY
RU103794099=	BBB-	8/14/2013	FTC
RU043356810=	Baa3	7/5/2013	MDY
RU043356810=	BBB-	8/14/2013	FTC
RU088111923=	Baa3	7/5/2013	MDY
RU088111923=	BBB-	8/14/2013	FTC
RU060563705=	Baa3	7/5/2013	MDY
RU060563705=	BBB-	8/14/2013	FTC
RU074811400=	Baa3	7/5/2013	MDY
RU074811400=	BBB-	8/14/2013	FTC
RU030099877=	Baa3	7/5/2013	MDY
RU030099877=	BBB-	8/14/2013	FTC
RU079642622=	Baa3	7/5/2013	MDY
RU079642622=	BBB-	8/14/2013	FTC
RU088473434=	Baa3	7/5/2013	MDY
RU088473434=	BBB-	8/14/2013	FTC
RU036663090=	Baa3	7/5/2013	MDY
RU036663090=	BBB-	8/14/2013	FTC
LU095523285=	Baa3	7/23/2013	MDY
LU095523285=	BBB-	8/14/2013	FTC
RU095523285=	Baa3	7/23/2013	MDY
RU095523285=	BBB-	8/14/2013	FTC
RU063288799=	Ba3	7/5/2013	MDY
RU063288799=	BB+	8/14/2013	FTC
RU097989192=	NR	1/17/2014	MDY
RU086198037=	BBB	4/16/2013	S&P
RU086198037=	Baa1	12/17/2013	MDY
RU086198037=	WD	2/24/2014	FTC
RU086198118=	BBB	4/16/2013	S&P
RU086198118=	Baa1	12/17/2013	MDY
RU086198118=	WD	2/24/2014	FTC
RU055307261=	BB+	10/15/2010	S&P
RU055307261=	Ba1	10/27/2010	MDY
RU055307261=	BB+	10/27/2010	FTC
RU088663128=	B+	2/12/2013	S&P
RU088663128=	B2	10/4/2013	MDY
RU088663128=	B+	2/14/2013	FTC
RU095332331=	Caa1	10/4/2013	MDY
RU095332331=	B	7/17/2013	FTC
RU023809150=	B-	11/19/2008	S&P
RU023809150=	B3	10/4/2013	MDY
RU027572855=	B-	11/19/2008	S&P
RU027572855=	B3	10/4/2013	MDY
RU080264895=	B+	7/10/2012	S&P
RU080264895=	B2	10/4/2013	MDY
RU080264895=	B+	7/10/2012	FTC
RU084167738=	B-	10/10/2012	S&P
RU084167738=	B3	10/4/2013	MDY
RU084167738=	B	2/20/2013	FTC
RU049924518=	BBB	4/20/2010	S&P
RU049924518=	Baa1	2/6/2014	MDY
RU049924518=	BBB	3/29/2010	FTC
RU088572718=	BBB	2/18/2013	S&P
RU088572718=	Baa1	2/6/2014	MDY
RU088572718=	BBB	3/5/2013	FTC
RU076425345=	BBB	3/15/2012	S&P
RU076425345=	Baa1	2/6/2014	MDY
RU076425345=	BBB	4/23/2012	FTC
RU088572700=	BBB	2/18/2013	S&P
RU088572700=	Baa1	2/6/2014	MDY
RU088572700=	BBB	3/5/2013	FTC
RU091958198=	BBB	4/4/2013	S&P
RU091958198=	Baa1	2/6/2014	MDY
RU091958198=	BBB	4/23/2013	FTC
RU076422001=	BBB	3/15/2012	S&P
RU076422001=	Baa1	2/6/2014	MDY
RU076422001=	BBB	4/23/2012	FTC
RU060901791=	BBB	3/14/2011	S&P
RU060901791=	Baa1	2/6/2014	MDY
RU060901791=	BBB	3/24/2011	FTC
RU104181511=	Baa1	2/6/2014	MDY
RU025440528=	NR	10/13/2010	S&P
RU025440528=	WR	8/12/2010	MDY
RU033738412=			
RU103275016=	BBB-	2/27/2014	FTC
RU093531124=	BBB-	5/28/2013	FTC
RU052443571=	Baa1	12/12/2013	MDY
RU052443571=	BBB	7/8/2010	FTC
RU074932541=	Baa1	12/12/2013	MDY
RU074932541=	BBB	2/22/2012	FTC
RU088256182=	Baa1	12/12/2013	MDY
RU088256182=	BBB	1/29/2013	FTC
RU074238041=	Baa1	12/12/2013	MDY
RU074238041=	BBB	2/13/2012	FTC
RU054395671=	Baa1	12/12/2013	MDY
RU054395671=	BBB	9/27/2010	FTC
RU089742757=	Baa1	12/12/2013	MDY
RU089742757=	BBB	2/27/2013	FTC
RU079935735=	Baa1	12/12/2013	MDY
RU079935735=	BBB	6/27/2012	FTC
RU063857297=	Baa1	12/12/2013	MDY
RU063857297=	BBB	6/17/2011	FTC
RU074359604=	Baa1	12/12/2013	MDY
RU074359604=	BBB	2/3/2012	FTC
RU084853097=	Baa3	12/12/2013	MDY
RU084853097=	BBB-	10/22/2012	FTC
RU097321949=			
RU019049060=	BB+	6/21/2012	S&P
RU019049060=	Ba1	8/26/2013	MDY
RU019049060=	BB-	5/19/2011	FTC
RU064840258=	BB+	6/21/2012	S&P
RU064840258=	Ba1	8/26/2013	MDY
RU064840258=	BB	8/6/2012	FTC
RU055131538=	BB+	6/21/2012	S&P
RU055131538=	Ba1	8/26/2013	MDY
RU055131538=	BB	8/6/2012	FTC
RU084167100=	BB+	10/3/2012	S&P
RU084167100=	Ba1	8/26/2013	MDY
RU084167100=	BB	10/18/2013	FTC
RU087885577=	Ba1	1/30/2013	MDY
RU087885577=	BB+	1/31/2013	FTC
RU022578596=	Baa3	11/26/2013	MDY
RU022578596=	BBB	9/11/2013	FTC
RU078324287=	BB	5/8/2012	S&P
RU078324287=	BB-	5/24/2012	FTC
RU078397292=			
RU055267987=	Ba3	1/24/2013	MDY
RU055267987=	BB-	11/22/2013	FTC
RU089996970=	BB+	4/3/2013	S&P
RU089996970=	NR	6/20/2013	MDY
RU089996970=	BB	4/15/2013	FTC
RU083019123=	B2	10/30/2013	MDY
RU083019123=	B+	3/21/2013	FTC
RU080863691=	B3	10/30/2013	MDY
RU080863691=	B	3/21/2013	FTC
RU061984534=	B2	10/30/2013	MDY
RU061984534=	B+	3/21/2013	FTC
RU058521159=	B+	9/22/2011	S&P
RU058521159=	B1	2/28/2011	MDY
RU091159970=	B+	3/18/2013	S&P
RU091159970=	B1	4/5/2013	MDY
RU048420877=	BBB	4/22/2013	S&P
RU048420877=	Baa1	12/17/2013	MDY
RU048420877=	WD	2/24/2014	FTC
RU026190673=	BBB	4/22/2013	S&P
RU026190673=	Baa1	12/17/2013	MDY
RU026190673=	WD	2/24/2014	FTC
RU029253030=	BBB	4/22/2013	S&P
RU029253030=	Baa1	12/17/2013	MDY
RU029253030=	WD	2/24/2014	FTC
RU032496393=	BBB	4/22/2013	S&P
RU032496393=	Baa1	12/17/2013	MDY
RU032496393=	WD	2/24/2014	FTC
RU048420915=	BBB	4/22/2013	S&P
RU048420915=	Baa1	12/17/2013	MDY
RU048420915=	WD	2/24/2014	FTC
RU031136997=	B2	6/27/2007	MDY
RU028874766=	BBB	12/8/2008	S&P
RU028874766=	Baa1	9/13/2013	MDY
RU038143930=	BBB	12/8/2008	S&P
RU038143930=	Baa1	9/13/2013	MDY
RU094866677=			
RU092288331=	Baa3	4/25/2013	MDY
RU092288331=	BBB-	5/8/2013	FTC
RU100327376=	B+	11/28/2013	S&P
RU100327376=	Ba3	11/26/2013	MDY
RU100327376=	BB-	1/9/2014	FTC
RU071900975=	BBB	2/9/2012	S&P
RU071900975=	BBB	2/13/2012	FTC
RU055980012=	BBB	11/24/2010	S&P
RU055980012=	BBB	11/23/2010	FTC
RU089320518=	BBB	2/21/2013	S&P
RU089320518=	BBB	2/26/2013	FTC
RU052461081=	BBB	7/12/2010	S&P
RU052461081=	BBB	7/12/2010	FTC
RU080081707=	BBB	7/16/2012	S&P
RU080081707=	BBB	7/12/2012	FTC
RU089321239=	BBB	2/21/2013	S&P
RU089321239=	BBB	2/26/2013	FTC
RU055991596=	BBB	11/24/2010	S&P
RU055991596=	BBB	11/23/2010	FTC
RU099316217=	BBB	11/27/2013	S&P
RU099316217=	BBB	11/22/2013	FTC
RU099316268=	BBB	11/27/2013	S&P
RU099316268=	BBB	11/22/2013	FTC
RU063095087=	BBB	5/19/2011	S&P
RU063095087=	BBB	6/1/2011	FTC
RU058703095=	BB	4/20/2011	S&P
RU058703095=	Ba3	3/21/2011	MDY
RU025386183=	BB	4/20/2011	S&P
RU025386183=	Ba3	3/21/2011	MDY
RU064317644=	BB	8/8/2011	S&P
RU064317644=	Ba3	7/6/2011	MDY
RU088940202=	BB	2/6/2013	S&P
RU088940202=	Ba3	2/12/2013	MDY
RU036104180=	BB	4/20/2011	S&P
RU036104180=	Ba3	3/21/2011	MDY
RU088940105=	BB	2/12/2013	S&P
RU088940105=	Ba3	2/12/2013	MDY
RU058703109=	BB	4/20/2011	S&P
RU058703109=	Ba3	3/21/2011	MDY
RU064318322=	BB	6/22/2011	S&P
RU064318322=	Ba3	7/6/2011	MDY
RU088940172=	BB	2/6/2013	S&P
RU088940172=	Ba3	2/12/2013	MDY
RU030828780=			
RU099327995=	B+	11/8/2013	S&P
RU099327995=	B2	11/12/2013	MDY
RU090864947=			
RU091325748=			
LU093758439=			
RU063355739=	BBB	6/16/2011	S&P
RU063355739=	Baa2	7/5/2013	MDY
RU063355739=	WD	1/31/2014	FTC
RU061647864=			
RU061421319=	NR	8/19/2011	MDY
RU081973938=			
RU083785004=	WD	1/31/2014	FTC
RU020221810=			
RU049199813=	BBB	2/26/2010	S&P
RU049199813=	Baa2	7/5/2013	MDY
RU049199813=	WD	1/31/2014	FTC
RU080734069=	BBB	7/23/2012	S&P
RU080734069=	Baa2	7/5/2013	MDY
RU080734069=	WD	1/31/2014	FTC
RU023068311=	Ba1	7/5/2013	MDY
RU023068311=	BBB-	2/4/2009	FTC
RU084744131=	BBB	11/1/2012	S&P
RU084744131=	Baa2	7/5/2013	MDY
RU084744131=	WD	1/31/2014	FTC
RU069962971=	BBB	11/25/2011	S&P
RU069962971=	Baa2	7/5/2013	MDY
RU069962971=	WD	1/31/2014	FTC
RU024410528=	BBB	12/8/2008	S&P
RU024410528=	Baa2	7/5/2013	MDY
RU024410528=	WD	1/31/2014	FTC
RU062030844=			
RU082538330=	Baa2	7/5/2013	MDY
RU082538330=	WD	1/31/2014	FTC
RU077250948=	Baa2	7/5/2013	MDY
RU077250948=	WD	1/31/2014	FTC
RU086356929=	BBB	12/13/2012	S&P
RU086356929=	Baa2	7/5/2013	MDY
RU086356929=	WD	1/31/2014	FTC
RU059279459=	BBB	10/12/2011	S&P
RU059279459=	Baa2	7/5/2013	MDY
RU059279459=	WD	1/31/2014	FTC
RU036592397=	BBB	12/8/2008	S&P
RU036592397=	Baa2	7/5/2013	MDY
RU036592397=	BBB-	1/10/2014	FTC
RU054863365=	BBB	10/8/2010	S&P
RU054863365=	Baa2	7/5/2013	MDY
RU054863365=	WD	1/31/2014	FTC
RU084207853=	BBB-	10/17/2012	S&P
RU084207853=	Ba1	7/5/2013	MDY
RU084207853=	WD	1/31/2014	FTC
RU022371592=	BBB	12/8/2008	S&P
RU022371592=	Baa2	7/5/2013	MDY
RU022371592=	WD	1/31/2014	FTC
RU081059683=	NR	1/9/2013	MDY
IT047367115=	B	12/3/2013	S&P
IT047367115=	Caa1	12/13/2011	MDY
IT047367115=	B-	10/24/2013	FTC
LU043836226=	B+	12/3/2013	S&P
LU043836226=	B3	4/18/2013	MDY
LU043836226=	B	10/24/2013	FTC
IT056306587=	BB	12/3/2013	S&P
IT056306587=	Ba3	4/18/2013	MDY
IT056306587=	BB	10/24/2012	FTC
BM092346536=	BB	12/3/2013	S&P
BM092346536=	Ba3	7/26/2013	MDY
BM092346536=	BB	5/16/2013	FTC
/RU25068RMFS=MM	BBB+	9/14/2009	S&P
/RU25068RMFS=MM	Baa1	3/27/2013	MDY
/RU25068RMFS=MM	BBB	10/8/2009	FTC
/RU25071RMFS=MM	BBB+	7/6/2011	S&P
/RU25071RMFS=MM	Baa1	3/27/2013	MDY
/RU25071RMFS=MM	BBB	10/20/2010	FTC
/RU25075RMFS=MM	BBB+	7/6/2011	S&P
/RU25075RMFS=MM	Baa1	3/27/2013	MDY
/RU25075RMFS=MM	BBB	10/20/2010	FTC
/RU25076RMFS=MM	BBB+	5/24/2011	S&P
/RU25076RMFS=MM	Baa1	3/27/2013	MDY
/RU25076RMFS=MM	BBB	5/11/2011	FTC
/RU25077RMFS=MM	BBB+	5/24/2011	S&P
/RU25077RMFS=MM	Baa1	3/27/2013	MDY
/RU25077RMFS=MM	BBB	5/11/2011	FTC
/RU25079RMFS=MM	BBB+	8/13/2012	S&P
/RU25079RMFS=MM	Baa1	3/27/2013	MDY
/RU25079RMFS=MM	BBB	10/28/2011	FTC
/RU25080RMFS=MM	BBB+	8/13/2012	S&P
/RU25080RMFS=MM	Baa1	3/27/2013	MDY
/RU25080RMFS=MM	BBB	8/7/2012	FTC
/RU25081RMFS=MM	BBB+	2/13/2013	S&P
/RU25081RMFS=MM	Baa1	3/27/2013	MDY
/RU25081RMFS=MM	BBB	2/14/2013	FTC
/RU25082RMFS=MM	BBB+	5/15/2013	S&P
/RU25082RMFS=MM	Baa1	6/7/2013	MDY
/RU25082RMFS=MM	BBB	12/5/2013	FTC
/RU26202RMFS=MM	BBB+	7/6/2011	S&P
/RU26202RMFS=MM	Baa1	3/27/2013	MDY
/RU26202RMFS=MM	BBB	11/25/2009	FTC
/RU26203RMFS=MM	BBB+	7/6/2011	S&P
/RU26203RMFS=MM	Baa1	3/27/2013	MDY
/RU26203RMFS=MM	BBB	10/20/2010	FTC
/RU26204RMFS=MM	BBB+	5/24/2011	S&P
/RU26204RMFS=MM	Baa1	3/27/2013	MDY
