/RU000A0JU4W0=MM	9/5/2013	1/8/1900
/RU000A0JRVA5=MM	2/10/2012	1/10/1900
/RU000A0JRVA5=MM	2/10/2014	1/9/1900
/RU000A0JT3Q7=MM	10/9/2012	1/9/1900
/RU000A0JT3Q7=MM	10/9/2013	1/9/1900
/RU000A0JTMY0=MM	2/19/2013	1/9/1900
/RU000A0JTMY0=MM	2/19/2014	1/9/1900
/RU000A0JTVD5=MM	4/19/2013	1/9/1900
/RU000A0JTX33=MM	5/15/2013	1/14/1900
/RU000A0JTX41=MM	5/15/2013	1/14/1900
/RU000A0JTY24=MM	6/4/2013	1/10/1900
/RU000A0JUEH0=MM	1/28/2014	1/10/1900
/RU000A0JUD67=MM	12/26/2013	1/10/1900
/RU000A0JSPX7=MM	8/7/2012	1/9/1900
/RU000A0JSPX7=MM	8/7/2013	1/8/1900
/RU000A0JRVQ1=MM	11/9/2011	1/8/1900
/RU000A0JS6M0=MM	10/21/2013	1/8/1900
/RU000A0JUJG1=MM	3/27/2014	1/12/1900
/RU000A0JU0A4=MM	7/10/2013	1/8/1900
/RU000A0JTT62=MM	4/2/2013	1/8/1900
/RU000A0JU4X8=MM	9/5/2013	1/8/1900
/RU000A0JRK55=MM	6/22/2011	1/7/1900
/RU000A0JTF43=MM	12/11/2012	1/9/1900
/RU000A0JRPJ8=MM	8/17/2011	1/10/1900
/RU000A0JRPJ8=MM	8/15/2012	1/10/1900
/RU000A0JRPJ8=MM	2/13/2013	1/10/1900
/RU000A0JRPJ8=MM	8/14/2013	1/10/1900
/RU000A0JU0B2=MM	7/10/2013	1/10/1900
/RU000A0JU0B2=MM	10/10/2013	1/9/1900
/RU000A0GKGF6=MM	12/6/2005	1/8/1900
/RU000A0JR050=MM	2/6/2012	1/8/1900
/RU000A0JR050=MM	2/3/2014	1/8/1900
/RU000A0JR043=MM	3/1/2012	1/8/1900
/RU000A0JQH85=MM	11/3/2009	1/10/1900
/RU000A0JQH85=MM	11/1/2011	1/7/1900
/RU000A0JQH85=MM	10/29/2013	1/7/1900
/RU000A0JR0Q5=MM	2/15/2011	1/7/1900
/RU000A0JR0Q5=MM	2/11/2014	1/8/1900
/RU000A0JQ6D1=MM	6/18/2009	1/11/1900
/RU000A0JQ6D1=MM	9/17/2009	1/10/1900
/RU000A0JQ6D1=MM	12/17/2009	1/6/1900
/RU000A0JQ6D1=MM	3/18/2010	1/4/1900
/RU000A0JQ6D1=MM	6/17/2010	1/3/1900
/RU000A0JQ6D1=MM	9/16/2010	1/3/1900
/RU000A0JQ6D1=MM	12/16/2010	1/3/1900
/RU000A0JQ6D1=MM	3/17/2011	1/3/1900
/RU000A0JQ6D1=MM	6/16/2011	1/4/1900
/RU000A0JQ6D1=MM	9/15/2011	1/5/1900
/RU000A0JQ6D1=MM	12/15/2011	1/7/1900
/RU000A0JQ6D1=MM	3/15/2012	1/6/1900
/RU000A0JQ6D1=MM	6/14/2012	1/7/1900
/RU000A0JQ6D1=MM	9/13/2012	1/7/1900
/RU000A0JQ6D1=MM	12/13/2012	1/7/1900
/RU000A0JQ6D1=MM	3/14/2013	1/7/1900
/RU000A0JQ6D1=MM	6/13/2013	1/7/1900
/RU000A0JQ6D1=MM	9/12/2013	1/6/1900
/RU000A0JQ6D1=MM	12/12/2013	1/7/1900
/RU000A0JQ6D1=MM	3/13/2014	1/8/1900
/RU000A0JR183=MM	9/30/2010	1/0/1900
/RU000A0JR191=MM	9/30/2010	1/0/1900
/RU000A0JR1A7=MM	10/28/2010	1/0/1900
/RU000A0JRHE6=MM	6/17/2011	1/0/1900
/RU000A0JUD00=MM	12/24/2013	1/8/1900
/RU000A0JUD34=MM	12/24/2013	1/11/1900
/RU000A0JTFR8=MM	12/14/2012	1/12/1900
/RU000A0JQBM4=MM	9/10/2009	1/21/1900
/RU000A0JQBM4=MM	6/9/2011	1/11/1900
/RU000A0JQBM4=MM	9/8/2011	1/12/1900
/RU000A0JQBM4=MM	12/8/2011	1/14/1900
/RU000A0JQBM4=MM	9/6/2012	1/1/1900
/RU000A0JSXR3=MM	9/6/2012	1/13/1900
/RU000A0JSXR3=MM	9/5/2013	1/12/1900
/RU000A0JRKW2=MM	6/29/2011	1/7/1900
/RU000A0JQWB3=MM	6/7/2010	1/8/1900
/RU000A0JQTD5=MM	3/26/2010	1/9/1900
/RU000A0JQTD5=MM	3/22/2013	1/8/1900
/RU000A0JR3P1=MM	11/1/2010	1/9/1900
/RU000A0JQTQ7=MM	3/26/2010	1/9/1900
/RU000A0JQTQ7=MM	3/22/2013	1/8/1900
/RU000A0JR3Q9=MM	11/1/2010	1/9/1900
/RU000A0JRJW4=MM	6/9/2011	1/8/1900
/RU000A0JRJM5=MM	6/7/2011	1/8/1900
/RU000A0JS8Y1=MM	10/2/2013	1/7/1900
/RU000A0JS8Z8=MM	10/2/2013	1/7/1900
/RU000A0JS900=MM	10/16/2013	1/7/1900
/RU000A0JS8X3=MM	7/24/2013	1/7/1900
/RU000A0JQXQ9=MM	7/6/2010	1/8/1900
/RU000A0JR4Z8=MM	11/24/2010	1/8/1900
/RU000A0JR6N9=MM	12/22/2010	1/5/1900
/RU000A0JR6N9=MM	12/21/2011	1/3/1900
/RU000A0JR6N9=MM	6/20/2012	1/1/1900
/RU000A0JR6P4=MM	12/23/2010	1/5/1900
/RU000A0JR6P4=MM	12/22/2011	1/3/1900
/RU000A0JR6P4=MM	6/21/2012	1/1/1900
/RU000A0JRVM0=MM	11/8/2011	1/3/1900
/RU000A0JRVM0=MM	6/20/2012	1/1/1900
/RU000A0JTHY0=MM	12/28/2012	1/8/1900
/RU000A0JT9S0=MM	11/6/2012	1/11/1900
/RU000A0JTPG0=MM	2/27/2013	1/10/1900
/RU000A0JTT13=MM	4/2/2013	1/10/1900
/RU000A0JU6G8=MM	10/2/2013	1/9/1900
/RU000A0JTZG9=MM	6/25/2013	1/11/1900
/RU000A0JUDX9=MM	1/16/2014	1/9/1900
/RU000A0JTD37=MM	11/27/2012	1/0/1900
/RU000A0JTH82=MM	12/26/2012	1/11/1900
/RU000A0JRTW3=MM	10/18/2011	1/9/1900
/RU000A0JS264=MM	12/29/2011	1/10/1900
/RU000A0JT3J2=MM	10/5/2012	1/10/1900
/RU000A0JT3J2=MM	10/4/2013	1/10/1900
/RU000A0JR217=MM	9/28/2010	1/7/1900
/RU000A0JR3L0=MM	10/29/2010	1/7/1900
/RU000A0JS7H8=MM	4/27/2012	1/8/1900
/RU000A0JRL96=MM	7/5/2011	1/8/1900
/RU000A0JRUS9=MM	10/27/2011	1/8/1900
/RU000A0JRZK5=MM	12/12/2011	1/8/1900
/RU000A0JRMX6=MM	7/21/2011	1/7/1900
/RU000A0JT7T2=MM	10/24/2012	1/8/1900
/RU000A0JSQ58=MM	8/8/2012	1/9/1900
/RU000A0JSQ58=MM	8/7/2013	1/9/1900
/RU000A0JSQ58=MM	2/5/2014	1/9/1900
/RU000A0JTYJ6=MM	6/10/2013	1/8/1900
/RU000A0JTYJ6=MM	9/9/2013	1/7/1900
/RU000A0JTYJ6=MM	12/9/2013	1/7/1900
/RU000A0JTYJ6=MM	3/10/2014	1/7/1900
/RU000A0JTKA4=MM	1/25/2013	1/8/1900
/RU000A0JT2K2=MM	10/2/2012	1/8/1900
/RU000A0JU2K9=MM	8/13/2013	1/7/1900
/RU000A0JU2K9=MM	11/12/2013	1/7/1900
/RU000A0JU2K9=MM	2/11/2014	1/7/1900
/RU000A0JU2K9=MM	5/13/2014	1/7/1900
/RU000A0JU2L7=MM	8/13/2013	1/7/1900
/RU000A0JU2L7=MM	11/12/2013	1/7/1900
/RU000A0JU2L7=MM	2/11/2014	1/7/1900
/RU000A0JU2L7=MM	5/13/2014	1/7/1900
/RU000A0JTYK4=MM	6/10/2013	1/8/1900
/RU000A0JTYK4=MM	9/9/2013	1/7/1900
/RU000A0JTYK4=MM	12/9/2013	1/7/1900
/RU000A0JTYK4=MM	3/10/2014	1/7/1900
/RU000A0JU7S1=MM	10/21/2013	1/7/1900
/RU000A0JU7S1=MM	1/20/2014	1/7/1900
/RU000A0JU7S1=MM	4/21/2014	1/7/1900
/RU000A0JUC92=MM	12/13/2013	1/7/1900
/RU000A0JUC92=MM	3/14/2014	1/7/1900
/RU000A0JUCA9=MM	12/13/2013	1/7/1900
/RU000A0JUCA9=MM	3/14/2014	1/7/1900
/RU000A0JR1Y7=MM	9/28/2010	1/7/1900
/RU000A0JR1Y7=MM	9/24/2013	1/8/1900
/RU000A0JR1Z4=MM	10/29/2010	1/7/1900
/RU000A0JR209=MM	9/28/2010	1/7/1900
/RU000A0JR209=MM	9/24/2013	1/8/1900
/RU000A0JR3M8=MM	10/29/2010	1/7/1900
/RU000A0JT7U0=MM	10/24/2012	1/8/1900
/RU000A0JUFK1=MM	2/12/2014	1/9/1900
/RU000A0JQFP8=MM	10/9/2009	1/12/1900
/RU000A0JQFP8=MM	4/6/2012	1/7/1900
/RU000A0JQFP8=MM	10/5/2012	1/5/1900
/RU000A0JU6S3=MM	10/8/2013	1/12/1900
/RU000A0JS8R5=MM	6/1/2012	1/9/1900
/RU000A0JU5Z0=MM	9/25/2013	1/7/1900
/RU000A0JS3V8=MM	2/17/2012	1/10/1900
/RU000A0JTKY4=MM	2/5/2013	1/10/1900
/RU000A0JTZ31=MM	6/18/2013	1/13/1900
/RU000A0JU8V3=MM	10/30/2013	1/14/1900
/RU000A0JUD42=MM	12/25/2013	1/8/1900
/RU000A0JRN86=MM	8/1/2011	1/6/1900
/RU000A0JRN86=MM	8/1/2012	1/9/1900
/RU000A0JRN78=MM	8/1/2011	1/6/1900
/RU000A0JRN78=MM	8/1/2012	1/9/1900
/RU000A0JTDW3=MM	12/4/2012	1/9/1900
/RU000A0JTDW3=MM	12/4/2013	1/8/1900
/RU000A0JRFZ5=MM	4/28/2011	1/7/1900
/RU000A0JRFZ5=MM	4/25/2016	1/8/1900
/RU000A0JP518=MM	3/29/2007	1/7/1900
/RU000A0JP518=MM	9/24/2009	1/15/1900
/RU000A0JP518=MM	9/23/2010	1/9/1900
/RU000A0JP518=MM	9/22/2011	1/7/1900
/RU000A0JP518=MM	9/20/2012	1/8/1900
/RU000A0JTKB2=MM	1/29/2013	1/10/1900
/RU000A0JTKM9=MM	2/1/2013	1/10/1900
/RU000A0JU5S5=MM	9/24/2013	1/9/1900
/RU000A0JU609=MM	9/26/2013	1/9/1900
/RU000A0JR878=MM	2/8/2011	1/8/1900
/RU000A0JS3B0=MM	2/7/2012	1/8/1900
/RU000A0JTDY9=MM	12/5/2012	1/8/1900
/RU000A0JR852=MM	2/8/2011	1/8/1900
/RU000A0JR860=MM	2/8/2011	1/8/1900
/RU000A0JQ6T7=MM	6/30/2009	1/13/1900
/RU000A0JTNB6=MM	2/21/2013	1/7/1900
/RU000A0JTNC4=MM	2/21/2013	1/7/1900
/RU000A0JTND2=MM	2/21/2013	1/7/1900
/RU000A0JT6D8=MM	10/18/2012	1/8/1900
/RU000A0JT6G1=MM	10/18/2012	1/8/1900
/RU000A0JT6J5=MM	10/18/2012	1/8/1900
/RU000A0JT767=MM	10/22/2012	1/8/1900
/RU000A0JU1X4=MM	8/1/2013	1/7/1900
/RU000A0JU7Y9=MM	10/22/2013	1/7/1900
/RU000A0JSD38=MM	7/12/2012	1/8/1900
/RU000A0JRMP2=MM	7/18/2011	1/6/1900
/RU000A0JRMP2=MM	7/18/2013	1/7/1900
/RU000A0JS322=MM	2/1/2012	1/8/1900
/RU000A0JS322=MM	2/1/2014	1/7/1900
/RU000A0JS173=MM	12/20/2011	1/8/1900
/RU000A0JU807=MM	10/23/2013	1/10/1900
/RU000A0JR4U9=MM	11/22/2010	1/5/1900
/RU000A0JR4U9=MM	11/21/2011	1/11/1900
/RU000A0JR4U9=MM	11/19/2012	1/6/1900
/RU000A0JR4U9=MM	11/18/2013	1/7/1900
/RU000A0JTFB2=MM	12/12/2012	1/9/1900
/RU000A0JTFB2=MM	12/11/2013	1/9/1900
/RU000A0JTB96=MM	11/20/2012	1/10/1900
/RU000A0JTB96=MM	11/19/2013	1/7/1900
/RU000A0JRB31=MM	4/10/2013	1/10/1900
/RU000A0JQ6A7=MM	6/16/2009	1/15/1900
/RU000A0JQ6A7=MM	12/15/2009	1/12/1900
/RU000A0JQ6A7=MM	12/14/2010	1/7/1900
/RU000A0JQ6A7=MM	12/11/2012	1/9/1900
/RU000A0JQV12=MM	4/29/2010	1/9/1900
/RU000A0JQV12=MM	4/26/2012	1/9/1900
/RU000A0JTPN6=MM	2/27/2013	1/9/1900
/RU000A0JUAW7=MM	11/28/2013	1/8/1900
/RU000A0JS7J4=MM	5/3/2012	1/19/1900
/RU000A0JU8S9=MM	10/29/2013	1/19/1900
/RU000A0JU2J1=MM	8/12/2013	1/9/1900
/RU000A0JUH89=MM	3/12/2014	1/13/1900
/RU000A0JTHU8=MM	12/28/2012	1/8/1900
/RU000A0JUG15=MM	2/19/2014	1/9/1900
/RU000A0JTSV3=MM	3/29/2013	1/9/1900
/RU000A0JUCP7=MM	12/20/2013	1/8/1900
/RU000A0JTFA4=MM	12/12/2012	1/8/1900
/RU000A0JTQF0=MM	3/5/2013	1/8/1900
/RU000A0JTD45=MM	11/27/2012	1/8/1900
/RU000A0JU0Y4=MM	7/19/2013	1/9/1900
/RU000A0JQC15=MM	9/17/2009	1/8/1900
/RU000A0JTG91=MM	12/19/2012	1/8/1900
/RU000A0JUCX1=MM	12/24/2013	1/8/1900
/RU000A0JTZ98=MM	6/21/2013	1/7/1900
/RU000A0JUDD1=MM	12/27/2013	1/8/1900
/RU000A0JSF02=MM	7/17/2012	1/8/1900
/RU000A0JS215=MM	12/27/2011	1/8/1900
/RU000A0JS215=MM	2/10/2017	1/9/1900
/RU000A0JUEJ6=MM	1/28/2014	1/7/1900
/RU000A0JTFT4=MM	12/17/2012	1/8/1900
/RU000A0JUJE6=MM	3/26/2014	1/9/1900
/RU000A0JT387=MM	10/4/2012	1/9/1900
/RU000A0JU8X9=MM	10/30/2013	1/8/1900
/RU000A0JRMD8=MM	7/15/2011	1/4/1900
/RU000A0JRMD8=MM	10/15/2011	1/7/1900
/RU000A0JRMD8=MM	1/15/2012	1/7/1900
/RU000A0JRMD8=MM	4/16/2012	1/7/1900
/RU000A0JRMD8=MM	7/17/2012	1/8/1900
/RU000A0JRMD8=MM	10/17/2012	1/8/1900
/RU000A0JRMD8=MM	1/17/2013	1/8/1900
/RU000A0JRMD8=MM	4/19/2013	1/7/1900
/RU000A0JRMD8=MM	7/20/2013	1/7/1900
/RU000A0JRMD8=MM	10/20/2013	1/7/1900
/RU000A0JRMD8=MM	1/20/2014	1/7/1900
/RU000A0JRMD8=MM	4/22/2014	1/9/1900
/RU000A0JRVS7=MM	11/10/2011	1/8/1900
/RU000A0JRVS7=MM	2/10/2012	1/8/1900
/RU000A0JRVS7=MM	5/12/2012	1/8/1900
/RU000A0JRVS7=MM	8/13/2012	1/8/1900
/RU000A0JRVS7=MM	11/12/2012	1/8/1900
/RU000A0JRVS7=MM	2/12/2013	1/8/1900
/RU000A0JRVS7=MM	5/15/2013	1/8/1900
/RU000A0JRVS7=MM	8/15/2013	1/8/1900
/RU000A0JRVS7=MM	11/15/2013	1/8/1900
/RU000A0JRVS7=MM	2/17/2014	1/8/1900
/RU000A0JS1H1=MM	12/22/2011	1/7/1900
/RU000A0JU7V5=MM	10/22/2013	1/12/1900
/RU000A0JUE66=MM	1/21/2014	1/10/1900
/RU000A0JS9U7=MM	6/22/2012	1/10/1900
/RU000A0JRWE5=MM	11/22/2011	1/8/1900
/RU000A0JU682=MM	9/27/2013	1/9/1900
/RU000A0JQ763=MM	7/15/2009	1/15/1900
/RU000A0JQ763=MM	1/12/2011	1/9/1900
/RU000A0JQ763=MM	7/11/2012	1/8/1900
/RU000A0JS6B3=MM	4/10/2012	1/9/1900
/RU000A0JT8E2=MM	10/25/2012	1/9/1900
/RU000A0JS6V1=MM	4/18/2012	1/12/1900
/RU000A0JU1A2=MM	7/24/2013	1/13/1900
/RU000A0JU559=MM	9/12/2013	1/12/1900
/RU000A0JU5B1=MM	9/13/2013	1/9/1900
/RU000A0JTZN5=MM	6/28/2013	1/8/1900
/RU000A0JU9Q1=MM	11/12/2013	1/9/1900
/RU000A0JUA45=MM	11/18/2013	1/9/1900
/RU000A0JT3A1=MM	10/4/2012	1/10/1900
/RU000A0JR605=MM	12/14/2010	1/11/1900
/RU000A0JS8Q7=MM	5/29/2012	1/11/1900
/RU000A0JTT96=MM	4/3/2013	1/9/1900
/RU000A0JRFA8=MM	7/21/2011	1/11/1900
/RU000A0JQPQ5=MM	12/29/2009	1/13/1900
/RU000A0JQPQ5=MM	6/29/2010	1/11/1900
/RU000A0JQPQ5=MM	6/28/2011	1/12/1900
/RU000A0JQPQ5=MM	6/26/2012	1/12/1900
/RU000A0JQPQ5=MM	12/25/2012	1/12/1900
/RU000A0JQPQ5=MM	6/25/2013	1/12/1900
/RU000A0JQPQ5=MM	12/24/2013	1/12/1900
/RU000A0JS744=MM	4/20/2012	1/13/1900
/RU000A0JTW91=MM	4/29/2013	1/12/1900
/RU000A0JTZ56=MM	6/18/2013	1/13/1900
/RU000A0JRKP6=MM	6/28/2011	1/9/1900
/RU000A0JRKP6=MM	12/28/2012	1/10/1900
/RU000A0JRKP6=MM	6/28/2013	1/10/1900
/RU000A0JRJ09=MM	6/1/2011	1/8/1900
/RU000A0JS7E5=MM	4/27/2012	1/11/1900
/RU000A0JS7E5=MM	4/28/2013	1/10/1900
/RU000A0JTW42=MM	4/26/2013	1/11/1900
/RU000A0JU5A3=MM	9/13/2013	1/10/1900
/RU000A0JREA1=MM	4/14/2011	1/8/1900
/RU000A0JREA1=MM	4/10/2014	1/0/1900
/RU000A0JRKN1=MM	6/27/2011	1/8/1900
/RU000A0JRFX0=MM	4/28/2011	1/8/1900
/RU000A0JUA94=MM	11/19/2013	1/11/1900
/RU000A0JTMR4=MM	2/14/2013	1/10/1900
/RU000A0JTMR4=MM	2/13/2014	1/10/1900
/RU000A0JSRR5=MM	8/14/2012	1/10/1900
/RU000A0JSRR5=MM	8/13/2013	1/8/1900
/RU000A0JSZM9=MM	9/14/2012	1/11/1900
/RU000A0JSZM9=MM	3/14/2014	1/0/1900
/RU000A0JT8Z7=MM	10/26/2012	1/11/1900
/RU000A0JRN45=MM	7/28/2011	1/8/1900
/RU000A0JSAC3=MM	7/4/2012	1/12/1900
/RU000A0JTFX6=MM	12/18/2012	1/12/1900
/RU000A0JS785=MM	4/24/2012	1/8/1900
/RU000A0JTVA1=MM	4/17/2013	1/8/1900
/RU000A0JTR72=MM	3/12/2013	1/10/1900
/RU000A0JTR80=MM	3/12/2013	1/10/1900
/RU000A0JTQB9=MM	3/5/2013	1/10/1900
/RU000A0JQYJ2=MM	7/29/2010	1/9/1900
/RU000A0JQYJ2=MM	7/28/2011	1/8/1900
/RU000A0JQYJ2=MM	7/26/2012	1/10/1900
/RU000A0JQYJ2=MM	7/25/2013	1/9/1900
/RU000A0JU153=MM	7/23/2013	1/9/1900
/RU000A0JU153=MM	1/21/2014	1/9/1900
/RU000A0JTZ64=MM	6/20/2013	1/10/1900
/RU000A0JPQA9=MM	4/17/2008	1/11/1900
/RU000A0JPQA9=MM	4/16/2009	1/15/1900
/RU000A0JPQA9=MM	4/15/2010	1/9/1900
/RU000A0JS0W2=MM	12/16/2011	1/9/1900
/RU000A0JS0W2=MM	12/16/2013	1/8/1900
/RU000A0JTLJ3=MM	2/8/2013	1/8/1900
/RU000A0JTLL9=MM	2/8/2013	1/8/1900
/RU000A0JS6K4=MM	4/12/2012	1/10/1900
/RU000A0JS6K4=MM	4/13/2013	1/9/1900
/RU000A0JT3S3=MM	10/9/2012	1/11/1900
/RU000A0JT3S3=MM	10/8/2013	1/10/1900
/RU000A0JU575=MM	9/12/2013	1/10/1900
/RU000A0JSLP2=MM	11/27/2012	1/3/1900
/RU000A0JSLQ0=MM	11/27/2012	1/3/1900
/RU000A0JSLR8=MM	11/27/2012	1/3/1900
/RU000A0JPFF1=MM	10/11/2007	1/9/1900
/RU000A0JPFF1=MM	10/8/2009	1/12/1900
/RU000A0JPFF1=MM	10/7/2010	1/7/1900
/RU000A0JPFF1=MM	10/4/2012	1/9/1900
/RU000A0JPFF1=MM	4/3/2014	1/9/1900
/RU000A0JPW46=MM	7/24/2008	1/10/1900
/RU000A0JPW46=MM	7/23/2009	1/13/1900
/RU000A0JPW46=MM	7/22/2010	1/7/1900
/RU000A0JPW46=MM	7/21/2011	1/7/1900
/RU000A0JPW46=MM	7/18/2013	1/8/1900
/RU000A0JU9D9=MM	11/6/2013	1/8/1900
/RU000A0JUG56=MM	4/29/2014	1/9/1900
/RU000A0JQTF0=MM	3/23/2010	1/13/1900
/RU000A0JQTF0=MM	9/20/2011	1/10/1900
/RU000A0JTF50=MM	12/11/2012	1/12/1900
/RU000A0JTPD7=MM	2/27/2013	1/12/1900
/RU000A0JQU70=MM	4/14/2010	1/9/1900
/RU000A0JQU70=MM	10/12/2011	1/9/1900
/RU000A0JQU70=MM	10/10/2012	1/9/1900
/RU000A0JQU70=MM	10/9/2013	1/8/1900
/RU000A0JT1F4=MM	9/25/2012	1/9/1900
/RU000A0JT1F4=MM	9/25/2013	1/8/1900
/RU000A0JS7G0=MM	4/27/2012	1/9/1900
/RU000A0JS7G0=MM	4/27/2013	1/9/1900
/RU000A0JRKG5=MM	6/23/2011	1/9/1900
/RU000A0JU8W1=MM	10/30/2013	1/9/1900
/RU000A0JU880=MM	10/24/2013	1/8/1900
/RU000A0JTDP7=MM	12/4/2012	1/8/1900
/RU000A0JRM87=MM	7/14/2011	1/7/1900
/RU000A0JRMZ1=MM	7/26/2011	1/7/1900
/RU000A0JT9D2=MM	10/29/2012	1/8/1900
/RU000A0JTMD4=MM	2/13/2013	1/8/1900
/RU000A0JT0U5=MM	9/21/2012	1/8/1900
/RU000A0JTYS7=MM	6/13/2013	1/12/1900
/RU000A0JTQJ2=MM	3/6/2013	1/12/1900
/RU000A0JTQJ2=MM	3/5/2014	1/11/1900
/RU000A0JT601=MM	10/17/2012	1/8/1900
/RU000A0JTG26=MM	12/18/2012	1/9/1900
/RU000A0JTKL1=MM	1/31/2013	1/8/1900
/RU000A0JQAR5=MM	9/1/2009	1/17/1900
/RU000A0JQAR5=MM	8/30/2011	1/8/1900
/RU000A0JS5R1=MM	3/29/2012	1/8/1900
/RU000A0JS5R1=MM	3/27/2014	1/8/1900
/RU000A0JS603=MM	8/23/2012	1/9/1900
/RU000A0JU1H7=MM	8/19/2013	1/8/1900
/RU000A0JU1J3=MM	8/19/2013	1/8/1900
/RU000A0JUAK2=MM	11/26/2013	1/8/1900
/RU000A0JUAL0=MM	11/26/2013	1/8/1900
/RU000A0JQ0E2=MM	10/28/2008	1/14/1900
/RU000A0JQ0E2=MM	4/27/2010	1/7/1900
/RU000A0JPTJ4=MM	6/24/2008	1/8/1900
/RU000A0JPTJ4=MM	6/22/2010	1/8/1900
/RU000A0JPTJ4=MM	6/18/2013	1/7/1900
/RU000A0JPTJ4=MM	12/17/2013	1/7/1900
/RU000A0JQ5E1=MM	5/19/2009	1/16/1900
/RU000A0JQ5E1=MM	5/17/2011	1/7/1900
/RU000A0JQ8Q9=MM	7/28/2009	1/14/1900
/RU000A0JQ8Q9=MM	7/24/2012	1/8/1900
/RU000A0JR4H6=MM	11/16/2010	1/8/1900
/RU000A0JR4J2=MM	11/16/2010	1/8/1900
/RU000A0JTTA5=MM	4/3/2013	1/8/1900
/RU000A0JQ6C3=MM	6/18/2009	1/15/1900
/RU000A0JQ6C3=MM	6/17/2010	1/8/1900
/RU000A0JQ6C3=MM	12/15/2011	1/9/1900
/RU000A0JQ6C3=MM	12/13/2012	1/9/1900
/RU000A0JTXY7=MM	6/3/2013	1/14/1900
/RU000A0JTP09=MM	2/26/2013	1/8/1900
/RU000A0JR142=MM	9/13/2010	1/8/1900
/RU000A0JR159=MM	9/13/2010	1/8/1900
/RU000A0JT171=MM	9/24/2012	1/8/1900
/RU000A0JTT21=MM	4/2/2013	1/8/1900
/RU000A0JTT39=MM	4/2/2013	1/8/1900
/RU000A0JTY65=MM	7/25/2013	1/8/1900
/RU000A0JR0K8=MM	9/7/2010	1/10/1900
/RU000A0JR0J0=MM	9/7/2010	1/10/1900
/RU000A0JR8L9=MM	2/22/2011	1/8/1900
/RU000A0JR8L9=MM	2/18/2014	1/13/1900
/RU000A0JR8P0=MM	2/22/2011	1/8/1900
/RU000A0JR8P0=MM	2/18/2014	1/13/1900
/RU000A0JRJS2=MM	6/9/2011	1/8/1900
/RU000A0JRJT0=MM	6/9/2011	1/8/1900
/RU000A0JRJY0=MM	6/14/2011	1/8/1900
/RU000A0JQ8V9=MM	7/30/2009	1/19/1900
/RU000A0JQ8V9=MM	7/26/2012	1/11/1900
/RU000A0JQ8V9=MM	7/25/2013	1/13/1900
/RU000A0JS6G2=MM	4/10/2012	1/11/1900
/RU000A0JS6H0=MM	4/10/2012	1/11/1900
/RU000A0JS3R6=MM	2/14/2012	1/10/1900
/RU000A0JS3R6=MM	2/11/2014	1/13/1900
/RU000A0JS6E7=MM	4/10/2012	1/11/1900
/RU000A0JS6F4=MM	4/10/2012	1/11/1900
/RU000A0JS6J6=MM	4/10/2012	1/11/1900
/RU000A0JRPK6=MM	8/29/2011	1/12/1900
/RU000A0JT4G6=MM	10/11/2012	1/8/1900
/RU000A0JTR98=MM	3/13/2013	1/8/1900
/RU000A0JTRA9=MM	3/13/2013	1/8/1900
/RU000A0JS9F8=MM	6/19/2012	1/10/1900
/RU000A0JS5B5=MM	3/19/2012	1/9/1900
/RU000A0JS5A7=MM	3/19/2012	1/9/1900
/RU000A0JS5L4=MM	3/22/2012	1/9/1900
/RU000A0JRNG9=MM	8/2/2011	1/8/1900
/RU000A0JRNG9=MM	2/2/2013	1/11/1900
/RU000A0JTW00=MM	4/26/2013	1/11/1900
/RU000A0JTW00=MM	4/25/2014	1/12/1900
/RU000A0JU3U6=MM	8/29/2013	1/11/1900
/RU000A0JTKN7=MM	2/1/2013	1/12/1900
/RU000A0JSX91=MM	9/4/2012	1/15/1900
/RU000A0JSX91=MM	9/3/2013	1/12/1900
/RU000A0JS587=MM	3/21/2012	1/3/1900
/RU000A0JS587=MM	3/25/2013	1/4/1900
/RU000A0JS587=MM	3/25/2014	1/5/1900
/RU000A0JS587=MM	3/25/2015	1/7/1900
/RU000A0JS587=MM	3/25/2017	1/9/1900
/RU000A0JRNR6=MM	8/2/2011	1/8/1900
/RU000A0JTVK0=MM	4/23/2013	1/11/1900
/RU000A0JQY50=MM	7/20/2010	1/9/1900
/RU000A0JQY50=MM	7/17/2012	1/9/1900
/RU000A0JQY50=MM	1/15/2013	1/10/1900
/RU000A0JQY50=MM	1/14/2014	1/9/1900
/RU000A0GN9B5=MM	3/2/2006	1/7/1900
/RU000A0GN9B5=MM	2/23/2012	1/1/1900
/RU000A0GN9B5=MM	2/21/2013	1/8/1900
/RU000A0JQLM3=MM	12/4/2009	1/10/1900
/RU000A0JQLM3=MM	11/30/2012	1/8/1900
/RU000A0JU7Q5=MM	10/17/2013	1/11/1900
/RU000A0JQ6E9=MM	6/18/2009	1/10/1900
/RU000A0JQ6F6=MM	6/18/2009	1/11/1900
/RU000A0JSZU2=MM	9/17/2012	1/8/1900
/RU000A0JTED1=MM	12/7/2012	1/8/1900
/RU000A0JU294=MM	8/6/2013	1/8/1900
/RU000A0JS1C2=MM	12/21/2011	1/8/1900
/RU000A0JS1D0=MM	12/21/2011	1/8/1900
/RU000A0JSY74=MM	9/10/2012	1/8/1900
/RU000A0JRW10=MM	11/15/2011	1/8/1900
/RU000A0JS7L0=MM	5/2/2012	1/9/1900
