RU088663268=		
/RU000A0JQAG8=MM	4/15/2013	10.75
/RU000A0JQAG8=MM	10/15/2013	10.75
/RU000A0JQAG8=MM	4/15/2014	10.75
/RU000A0JQAL8=MM		
/RU000A0JQAL8=MM	8/27/2009	13.25
/RU000A0JQAL8=MM	5/15/2010	10.5
/RU000A0JQAL8=MM	11/15/2010	10.25
/RU000A0JQAL8=MM	5/15/2011	10.75
/RU000A0JQAL8=MM	5/15/2012	10.5
/RU000A0JQAL8=MM	11/15/2012	10.75
/RU000A0JQAL8=MM	5/15/2013	10.75
/RU000A0JQAL8=MM	11/15/2013	10.75
/RU000A0JQAL8=MM	5/15/2014	10.75
/RU000A0JQAM6=MM		
/RU000A0JQAM6=MM	8/27/2009	13.25
/RU000A0JQAM6=MM	3/15/2010	11
/RU000A0JQAM6=MM	9/15/2010	10.25
/RU000A0JQAM6=MM	3/15/2011	10.5
/RU000A0JQAM6=MM	9/15/2011	10.75
/RU000A0JQAM6=MM	3/15/2012	10.5
/RU000A0JQAM6=MM	9/17/2012	10.75
/RU000A0JQAM6=MM	3/15/2013	10.75
/RU000A0JQAM6=MM	9/16/2013	10.75
/RU000A0JQAM6=MM	3/17/2014	10.75
/RU000A0JQXG0=MM		
/RU000A0JQXG0=MM	6/30/2010	8.25
/RU000A0JRDY3=MM		
/RU000A0JRDY3=MM	4/5/2011	8
/RU000A0JRF37=MM		
/RU000A0JRF37=MM	4/19/2011	7.7
/RU000A0JU3J9=MM		
/RU000A0JU3J9=MM	8/27/2013	3
/RU000A0JU3J9=MM	6/9/2015	9
/RU000A0JS1B4=MM		
/RU000A0JS1B4=MM	12/21/2011	3
/RU000A0JTD52=MM		
/RU000A0JTD52=MM	11/28/2012	3
/RU000A0JUC19=MM		
/RU000A0JUC19=MM	12/12/2013	3
/RU000A0JR6S8=MM		
/RU000A0JR6S8=MM	12/28/2010	8.6
/RU000A0JS488=MM		
/RU000A0JS488=MM	4/9/2012	8.8
/RU000A0JS5S9=MM		
/RU000A0JS5S9=MM	3/29/2012	7.7
/RU000A0JRYW3=MM		
/RU000A0JRYW3=MM	12/7/2011	7.94
/RU000A0JTDX1=MM		
/RU000A0JTDX1=MM	12/5/2012	8.25
/RU000A0JTW83=MM		
/RU000A0JTW83=MM	4/29/2013	7.75
/RU000A0JTZF1=MM		
/RU000A0JTZF1=MM	6/25/2013	6.65
/RU000A0JTYR9=MM		
/RU000A0JTYR9=MM	6/13/2013	6.65
/RU000A0JUKX4=MM		
/RU000A0JUKX4=MM	4/28/2014	9.6
/RU000A0GKNF2=MM		
/RU000A0GKNF2=MM	12/6/2005	7.4
/RU000A0JNPJ7=MM		
/RU000A0JNPJ7=MM	10/4/2006	7.68
/RU000A0JNPK5=MM		
/RU000A0JNPK5=MM	10/4/2006	7.63
/RU000A0JP1V5=MM		
/RU000A0JP1V5=MM	2/8/2007	7.49
/RU000A0JU5T3=MM		
/RU000A0JU5T3=MM	9/25/2013	7.6
/RU000A0JP8D8=MM		
/RU000A0JP8D8=MM	5/23/2007	6.94
/RU000A0JPN21=MM		
/RU000A0JPN21=MM	2/27/2008	8.5
/RU000A0JPN21=MM	3/15/2015	9.5
/RU000A0JPN39=MM		
/RU000A0JPN39=MM	2/27/2008	9.5
/RU000A0JPN39=MM	3/15/2015	10.5
/RU000A0JQ276=MM		
/RU000A0JQ276=MM	12/25/2008	10.5
/RU000A0JQ276=MM	11/20/2016	11.5
/RU000A0JQY35=MM		
/RU000A0JRMW8=MM		
/RU000A0JRMW8=MM	7/19/2011	6
/RU000A0JRMW8=MM	9/15/2013	9
/RU000A0JSGW8=MM		
/RU000A0JSGW8=MM	7/27/2012	9
/RU000A0JSKJ7=MM		
/RU000A0JSKJ7=MM	7/27/2012	5.5
/RU000A0JSKJ7=MM	10/22/2014	9
/RU000A0JT692=MM		
/RU000A0JT692=MM	10/18/2012	9.65
/RU000A0JT692=MM	10/17/2013	8.5
/RU000A0JTRL6=MM		
/RU000A0JTRL6=MM	3/20/2013	9.2
/RU000A0JTRL6=MM	3/19/2014	9.75
/RU000A0JU310=MM		
/RU000A0JU310=MM	8/22/2013	8.85
/RU000A0JU2T0=MM		
/RU000A0JU2T0=MM	8/20/2013	8.35
/RU000A0JQVK6=MM		
/RU000A0JQVK6=MM	6/29/2010	8.95
/RU000A0JQX02=MM		
/RU000A0JQX02=MM	6/24/2010	8.25
/RU000A0JQX02=MM	6/20/2013	0.1
/RU000A0JQXE5=MM		
/RU000A0JQXE5=MM	6/29/2010	8.25
/RU000A0JQXE5=MM	6/25/2013	0.1
/RU000A0JQX10=MM		
/RU000A0JQX10=MM	6/24/2010	8.95
/RU000A0JTA48=MM		
/RU000A0JTA48=MM	11/2/2012	8.85
/RU000A0JTA55=MM		
/RU000A0JTA55=MM	11/2/2012	8.85
/RU000A0JTN43=MM		
/RU000A0JTN43=MM	2/19/2013	10.4
/RU000A0JRNJ3=MM		
/RU000A0JRNJ3=MM	8/3/2011	8
/RU000A0JTXR1=MM		
/RU000A0JTXR1=MM	5/28/2013	9.25
/RU000A0JRXT1=MM		
/RU000A0JRXT1=MM	12/20/2012	10.5
/RU000A0JS5N0=MM		
/RU000A0JS5N0=MM	3/26/2012	9
/RU000A0JS5N0=MM	3/26/2013	9.8
/RU000A0JS5N0=MM	3/26/2014	9.5
/RU000A0JS2Q0=MM		
/RU000A0JS2Q0=MM	1/20/2012	11
/RU000A0JTTC1=MM		
/RU000A0JTTC1=MM	4/4/2013	8.3
/RU000A0JTEM2=MM		
/RU000A0JTEM2=MM	12/10/2012	10
/RU000A0JSL87=MM		
/RU000A0JSL87=MM	7/30/2012	10
/RU000A0JRHF3=MM		
/RU000A0JRHF3=MM	5/31/2011	7.95
/RU000A0JRHG1=MM		
/RU000A0JRHG1=MM	5/31/2011	7.95
/RU000A0JT5E8=MM		
/RU000A0JT5E8=MM	10/16/2012	9.75
/RU000A0JTDU7=MM		
/RU000A0JTDU7=MM	6/7/2013	13.5
/RU000A0JR7S6=MM		
/RU000A0JR7S6=MM	8/9/2011	8.25
/RU000A0JR7S6=MM	2/4/2014	8
/RU000A0JRZB4=MM		
/RU000A0JRZB4=MM	12/9/2011	9.25
/RU000A0JRZB4=MM	6/7/2013	8.25
/RU000A0JT213=MM		
/RU000A0JT213=MM	9/28/2012	8.45
/RU000A0JT213=MM	9/28/2013	8.25
/RU000A0JU849=MM		
/RU000A0JU849=MM	10/24/2013	8.25
/RU000A0JSW35=MM		
/RU000A0JSW35=MM	8/31/2012	8.6
/RU000A0JSW35=MM	2/28/2014	8.25
/RU000A0JTP41=MM		
/RU000A0JTP41=MM	2/26/2013	8.65
/RU000A0JQYU9=MM		
/RU000A0JQYU9=MM	8/3/2010	9.75
/RU000A0JQYU9=MM	7/30/2013	0.01
/RU000A0JRJV6=MM		
/RU000A0JRJV6=MM	6/14/2011	8.85
/RU000A0JRK22=MM		
