/RU000A0JQZ59=MM	THOMSON REUTERS COMPOSITE EMEA	RU000A0JQZ59=
/RU000A0JQZ59=MM	SBERBANK CIB	RU000A0JQZ59=SBER
/RU000A0JQZ59=MM	MOSCOW EXCHANGE	RU000A0JQZ59=MM
/RU000A0JQZ59=MM	MOSCOW EXCHANGE	RU000A0JQZ59=MMU
/RU000A0JQZ59=MM	MICEX NEGOTIATED DEALS MODE	RU000A0JQZ59=MMP
/RU000A0JQZ59=MM	MICEX REPO TRADING MODE	RU000A0JQZ59=MMR
/RU000A0JQZ59=MM	THOMSON REUTERS EVALUATED	RU000A0JQZ59=RRPS
/RU000A0JRKW2=MM	THOMSON REUTERS COMPOSITE EMEA	RU000A0JRKW2=
/RU000A0JRKW2=MM	MOSCOW EXCHANGE	RU000A0JRKW2=MM
/RU000A0JRKW2=MM	MOSCOW EXCHANGE	RU000A0JRKW2=MMU
/RU000A0JRKW2=MM	MICEX NEGOTIATED DEALS MODE	RU000A0JRKW2=MMP
/RU000A0JRKW2=MM	MICEX REPO TRADING MODE	RU000A0JRKW2=MMR
/RU000A0JRKW2=MM	THOMSON REUTERS EVALUATED	RU000A0JRKW2=RRPS
/RU000A0JR217=MM	THOMSON REUTERS COMPOSITE EMEA	RU000A0JR217=
/RU000A0JR217=MM	ASIAN-PACIFIC BANK	RU000A0JR217=ASAN
/RU000A0JR217=MM	SBERBANK CIB	RU000A0JR217=SBER
/RU000A0JR217=MM	MOSCOW EXCHANGE	RU000A0JR217=MM
/RU000A0JR217=MM	MOSCOW EXCHANGE	RU000A0JR217=MMU
/RU000A0JR217=MM	MICEX NEGOTIATED DEALS MODE	RU000A0JR217=MMP
/RU000A0JR217=MM	MICEX REPO TRADING MODE	RU000A0JR217=MMR
/RU000A0JR217=MM	RTS STOCK EXCHANGE	FEESI10=RTS
/RU000A0JR217=MM	THOMSON REUTERS EVALUATED	RU000A0JR217=RRPS
/RU000A0JR3L0=MM	THOMSON REUTERS COMPOSITE EMEA	RU000A0JR3L0=
/RU000A0JR3L0=MM	ASIAN-PACIFIC BANK	RU000A0JR3L0=ASAN
/RU000A0JR3L0=MM	MOSCOW EXCHANGE	RU000A0JR3L0=MM
/RU000A0JR3L0=MM	MOSCOW EXCHANGE	RU000A0JR3L0=MMU
/RU000A0JR3L0=MM	MICEX NEGOTIATED DEALS MODE	RU000A0JR3L0=MMP
/RU000A0JR3L0=MM	MICEX REPO TRADING MODE	RU000A0JR3L0=MMR
/RU000A0JR3L0=MM	RTS STOCK EXCHANGE	FEESI11=RTS
/RU000A0JR3L0=MM	THOMSON REUTERS EVALUATED	RU000A0JR3L0=RRPS
/RU000A0JS7H8=MM	THOMSON REUTERS COMPOSITE EMEA	RU000A0JS7H8=
/RU000A0JS7H8=MM	SBERBANK CIB	RU000A0JS7H8=SBER
/RU000A0JS7H8=MM	MOSCOW EXCHANGE	RU000A0JS7H8=MM
/RU000A0JS7H8=MM	MOSCOW EXCHANGE	RU000A0JS7H8=MMU
/RU000A0JS7H8=MM	MICEX NEGOTIATED DEALS MODE	RU000A0JS7H8=MMP
/RU000A0JS7H8=MM	MICEX REPO TRADING MODE	RU000A0JS7H8=MMR
/RU000A0JS7H8=MM	THOMSON REUTERS EVALUATED	RU000A0JS7H8=RRPS
/RU000A0JRL96=MM	THOMSON REUTERS COMPOSITE EMEA	RU000A0JRL96=
/RU000A0JRL96=MM	ASIAN-PACIFIC BANK	RU000A0JRL96=ASAN
/RU000A0JRL96=MM	SBERBANK CIB	RU000A0JRL96=SBER
/RU000A0JRL96=MM	MOSCOW EXCHANGE	RU000A0JRL96=MEP
/RU000A0JRL96=MM	MOSCOW EXCHANGE	RU000A0JRL96=MM
/RU000A0JRL96=MM	MOSCOW EXCHANGE	RU000A0JRL96=MMU
/RU000A0JRL96=MM	MICEX REPO TRADING MODE	RU000A0JRL96=MMN
/RU000A0JRL96=MM	MICEX REPO TRADING MODE	RU000A0JRL96=MMR
/RU000A0JRL96=MM	MICEX NEGOTIATED DEALS MODE	RU000A0JRL96=MMP
/RU000A0JRL96=MM	RTS STOCK EXCHANGE	FEESi13=RTS
/RU000A0JRL96=MM	THOMSON REUTERS EVALUATED	RU000A0JRL96=RRPS
/RU000A0JRUS9=MM	CREDIT SUISSE ETRADING	RU000A0JRUS9=CSEM
/RU000A0JRUS9=MM	TRFIT COMPOSITE	RU000A0JRUS9=R
/RU000A0JRUS9=MM	THOMSON REUTERS COMPOSITE EMEA	RU000A0JRUS9=
/RU000A0JRUS9=MM	ASIAN-PACIFIC BANK	RU000A0JRUS9=ASAN
/RU000A0JRUS9=MM	ROSBANK	RU000A0JRUS9=ROSX
/RU000A0JRUS9=MM	SBERBANK CIB	RU000A0JRUS9=SBER
/RU000A0JRUS9=MM	MOSCOW EXCHANGE	RU000A0JRUS9=MM
/RU000A0JRUS9=MM	MOSCOW EXCHANGE	RU000A0JRUS9=MMU
/RU000A0JRUS9=MM	MICEX NEGOTIATED DEALS MODE	RU000A0JRUS9=MMP
/RU000A0JRUS9=MM	MICEX REPO TRADING MODE	RU000A0JRUS9=MMR
/RU000A0JRUS9=MM	RTS STOCK EXCHANGE	FEESI15=RTS
/RU000A0JRUS9=MM	THOMSON REUTERS EVALUATED	RU000A0JRUS9=RRPS
/RU000A0JRZK5=MM	CREDIT SUISSE ETRADING	RU000A0JRZK5=CSEM
/RU000A0JRZK5=MM	TRFIT COMPOSITE	RU000A0JRZK5=R
/RU000A0JRZK5=MM	THOMSON REUTERS COMPOSITE EMEA	RU000A0JRZK5=
/RU000A0JRZK5=MM	ASIAN-PACIFIC BANK	RU000A0JRZK5=ASAN
/RU000A0JRZK5=MM	ROSBANK	RU000A0JRZK5=ROSX
/RU000A0JRZK5=MM	SBERBANK CIB	RU000A0JRZK5=SBER
/RU000A0JRZK5=MM	MOSCOW EXCHANGE	RU000A0JRZK5=MEP
/RU000A0JRZK5=MM	MOSCOW EXCHANGE	RU000A0JRZK5=MM
/RU000A0JRZK5=MM	MOSCOW EXCHANGE	RU000A0JRZK5=MMU
/RU000A0JRZK5=MM	MICEX REPO TRADING MODE	RU000A0JRZK5=MMN
/RU000A0JRZK5=MM	MICEX REPO TRADING MODE	RU000A0JRZK5=MMR
/RU000A0JRZK5=MM	MICEX NEGOTIATED DEALS MODE	RU000A0JRZK5=MMP
/RU000A0JRZK5=MM	THOMSON REUTERS EVALUATED	RU000A0JRZK5=RRPS
/RU000A0JRMX6=MM	THOMSON REUTERS COMPOSITE EMEA	RU000A0JRMX6=
/RU000A0JRMX6=MM	ASIAN-PACIFIC BANK	RU000A0JRMX6=ASAN
/RU000A0JRMX6=MM	SBERBANK CIB	RU000A0JRMX6=SBER
/RU000A0JRMX6=MM	MOSCOW EXCHANGE	RU000A0JRMX6=MEP
/RU000A0JRMX6=MM	MOSCOW EXCHANGE	RU000A0JRMX6=MM
/RU000A0JRMX6=MM	MOSCOW EXCHANGE	RU000A0JRMX6=MMU
/RU000A0JRMX6=MM	MICEX REPO TRADING MODE	RU000A0JRMX6=MMN
/RU000A0JRMX6=MM	MICEX REPO TRADING MODE	RU000A0JRMX6=MMR
/RU000A0JRMX6=MM	MICEX NEGOTIATED DEALS MODE	RU000A0JRMX6=MMP
/RU000A0JRMX6=MM	RTS STOCK EXCHANGE	FEESI19=RTS
/RU000A0JRMX6=MM	THOMSON REUTERS EVALUATED	RU000A0JRMX6=RRPS
/RU000A0JT7T2=MM	THOMSON REUTERS COMPOSITE EMEA	RU000A0JT7T2=
/RU000A0JT7T2=MM	ASIAN-PACIFIC BANK	RU000A0JT7T2=ASAN
/RU000A0JT7T2=MM	ROSBANK	RU000A0JT7T2=ROSX
/RU000A0JT7T2=MM	SBERBANK CIB	RU000A0JT7T2=SBER
/RU000A0JT7T2=MM	MOSCOW EXCHANGE	RU000A0JT7T2=MEP
/RU000A0JT7T2=MM	MOSCOW EXCHANGE	RU000A0JT7T2=MM
/RU000A0JT7T2=MM	MOSCOW EXCHANGE	RU000A0JT7T2=MMU
/RU000A0JT7T2=MM	MICEX REPO TRADING MODE	RU000A0JT7T2=MMN
/RU000A0JT7T2=MM	MICEX REPO TRADING MODE	RU000A0JT7T2=MMR
/RU000A0JT7T2=MM	MICEX NEGOTIATED DEALS MODE	RU000A0JT7T2=MMP
/RU000A0JT7T2=MM	THOMSON REUTERS EVALUATED	RU000A0JT7T2=RRPS
